disease,date,count
hair-loss-questions,2013-09,2
hair-questions,2013-09,23
hand-questions,2013-09,25
hay-fever-questions,2013-09,2
headache-questions,2013-09,31
head-questions,2013-09,54
healing-questions,2013-09,10
health-insurance,2013-09,8
healthy-eating-questions,2013-09,2
heart-attack-questions,2013-09,2
heart-disease-questions,2013-09,2
heart-questions,2013-09,19
heat-rash-questions,2013-09,2
heel-questions,2013-09,2
hematoma-questions,2013-09,2
hemoglobin-questions,2013-09,2
hemorrhoid-questions,2013-09,9
hepatobiliary-iminodiacetic-acid-scan-questions,2013-09,2
herb-questions,2013-09,2
hernia-questions,2013-09,2
herniated-disc-questions,2013-09,2
herpes-questions,2013-09,8
high-blood-pressure-questions,2013-09,8
high-protein-diet-questions,2013-09,4
hike-questions,2013-09,2
hip-pain-questions,2013-09,2
hives-questions,2013-09,4
hiv-questions,2013-09,5
hoarseness-questions,2013-09,2
honey-questions,2013-09,2
hormone-questions,2013-09,14
hot-flash-questions,2013-09,2
human-growth-hormone-questions,2013-09,2
hunger-questions,2013-09,4
hydrocodone-questions,2013-09,2
hymen-questions,2013-09,2
hyperhidrosis-questions,2013-09,2
hysterectomy-questions,2013-09,4
ibuprofen-questions,2013-09,6
incontinence-questions,2013-09,4
index-finger-questions,2013-09,2
indigestion-questions,2013-09,2
infant-questions,2013-09,4
infertility-questions,2013-09,2
inflammation-questions,2013-09,5
ingrown-toenail-questions,2013-09,2
inhaler-questions,2013-09,4
injection-questions,2013-09,6
injury-questions,2013-09,22
insect-bite-questions,2013-09,2
instability-questions,2013-09,2
insulin-questions,2013-09,2
insurance-questions,2013-09,28
iron-questions,2013-09,6
irregularity-questions,2013-09,7
itch-questions,2013-09,17
jaw-questions,2013-09,9
jelly-questions,2013-09,2
jock-itch-questions,2013-09,2
juice-questions,2013-09,2
kidney-disease-questions,2013-09,2
kidney-failure-questions,2013-09,2
kidney-questions,2013-09,12
kidney-stone-questions,2013-09,4
knee-pain-questions,2013-09,5
knee-questions,2013-09,17
labor-questions,2013-09,2
lactate-questions,2013-09,4
lactic-acid-questions,2013-09,2
laminotomy-questions,2013-09,2
laser-therapy-questions,2013-09,2
leg-questions,2013-09,42
lice-questions,2013-09,2
lip-questions,2013-09,8
lithotripsy-questions,2013-09,2
liver-function-test-questions,2013-09,2
liver-questions,2013-09,2
lockjaw-questions,2013-09,2
lotion-questions,2013-09,2
louisiana-questions,2013-09,2
lubricants-questions,2013-09,2
lump-questions,2013-09,8
lung-cancer-questions,2013-09,4
lung-questions,2013-09,4
lupus-questions,2013-09,7
lymph-node-questions,2013-09,6
makeup-questions,2013-09,2
marijuana-questions,2013-09,8
masturbation-questions,2013-09,8
meal-questions,2013-09,2
meat-questions,2013-09,2
medicaid,2013-09,6
medicare-questions,2013-09,16
menieres-disease-questions,2013-09,2
menopause-questions,2013-09,6
metabolism-questions,2013-09,2
metatarsalgia-questions,2013-09,2
methadone-questions,2013-09,5
migraine-questions,2013-09,11
milk-questions,2013-09,6
miscarriage-questions,2013-09,9
mite-questions,2013-09,2
molar-questions,2013-09,2
mood-swing-questions,2013-09,6
morning-sickness-questions,2013-09,2
morphine-questions,2013-09,2
mouth-questions,2013-09,12
movement-questions,2013-09,30
mucus-questions,2013-09,6
multiple-sclerosis-questions,2013-09,2
multivitamins-questions,2013-09,2
muscle-questions,2013-09,12
myoclonus-questions,2013-09,3
nail-questions,2013-09,7
narcotic-questions,2013-09,2
nausea-questions,2013-09,18
neck-questions,2013-09,22
nerve-questions,2013-09,2
nicotine-questions,2013-09,4
nipple-questions,2013-09,2
nose-questions,2013-09,6
nostril-questions,2013-09,2
numbness-questions,2013-09,9
oatmeal-questions,2013-09,2
obamacare,2013-09,4
open-heart-surgery-questions,2013-09,2
orgasm-questions,2013-09,6
osteoporosis-questions,2013-09,2
otitis-externa-questions,2013-09,2
otitis-media-with-effusion-questions,2013-09,2
ovarian-cancer-questions,2013-09,4
ovary-questions,2013-09,6
over-the-counter-questions,2013-09,2
ovulation-questions,2013-09,4
oxygen-questions,2013-09,3
pain-questions,2013-09,154
palpitation-questions,2013-09,2
pancreatic-cancer-questions,2013-09,2
pancreatitis-questions,2013-09,2
panic-attack-questions,2013-09,4
paraplegia-questions,2013-09,2
pastry-questions,2013-09,2
peanut-questions,2013-09,2
pear-questions,2013-09,2
pelvic-area-questions,2013-09,2
pelvis-questions,2013-09,8
penicillin-questions,2013-09,6
penis-questions,2013-09,42
period-questions,2013-09,140
pinched-nerve-questions,2013-09,4
pinworm-questions,2013-09,2
pizza-questions,2013-09,2
plaque-questions,2013-09,2
platelet-questions,2013-09,2
pneumonia-questions,2013-09,6
polio-questions,2013-09,2
pork-questions,2013-09,2
positron-emission-tomography-scan-questions,2013-09,2
post-menopause-questions,2013-09,2
pregnancy-questions,2013-09,142
pregnancy-test-questions,2013-09,12
prenatal-vitamin-questions,2013-09,2
pressure-questions,2013-09,11
prostate-cancer-questions,2013-09,6
prostate-questions,2013-09,6
psoriasis-questions,2013-09,2
puberty-questions,2013-09,2
puffiness-questions,2013-09,2
pulse-questions,2013-09,2
rabies-questions,2013-09,4
radish-questions,2013-09,2
rash-questions,2013-09,22
reaction-questions,2013-09,10
rectum-questions,2013-09,7
restless-leg-syndrome-questions,2013-09,2
ring-finger-questions,2013-09,4
rosacea-questions,2013-09,2
running-questions,2013-09,19
runny-nose-questions,2013-09,2
salivary-gland-questions,2013-09,2
salmon-questions,2013-09,2
scabies-questions,2013-09,6
scalp-questions,2013-09,2
scar-questions,2013-09,2
scoliosis-questions,2013-09,4
scrape-questions,2013-09,6
scrotum-questions,2013-09,9
seizure-questions,2013-09,5
sexual-intercourse-questions,2013-09,51
sexually-transmitted-disease-questions,2013-09,13
shingles-questions,2013-09,16
shock-questions,2013-09,2
short-stature-questions,2013-09,12
shoulder-blade-questions,2013-09,2
shoulder-questions,2013-09,4
sinus-questions,2013-09,2
skin-questions,2013-09,35
sleepiness-questions,2013-09,6
smell-questions,2013-09,4
smoking-questions,2013-09,14
snack-questions,2013-09,2
soda-questions,2013-09,2
sore-questions,2013-09,6
sore-throat-questions,2013-09,10
spasm-questions,2013-09,4
sperm-questions,2013-09,8
spine-questions,2013-09,4
spit-questions,2013-09,2
spitting-up-questions,2013-09,2
spotting-questions,2013-09,10
sprain-questions,2013-09,2
staph-infection-questions,2013-09,4
sternum-questions,2013-09,2
steroid-questions,2013-09,2
sting-questions,2013-09,2
stomach-questions,2013-09,24
stomatitis-questions,2013-09,2
strep-throat-questions,2013-09,2
stress-questions,2013-09,14
stretch-mark-questions,2013-09,2
stroke-questions,2013-09,2
stuffy-nose-questions,2013-09,2
sunscreen-questions,2013-09,2
supplement-questions,2013-09,6
surgery-questions,2013-09,34
swallow-questions,2013-09,8
sweating-questions,2013-09,6
swelling-questions,2013-09,42
syphilis-questions,2013-09,4
tachycardia-questions,2013-09,6
tampon-questions,2013-09,8
tea-questions,2013-09,6
temperature-questions,2013-09,4
tenderness-questions,2013-09,8
testicle-questions,2013-09,6
testosterone-questions,2013-09,6
tetanus-questions,2013-09,5
thigh-questions,2013-09,8
thirst-questions,2013-09,2
throat-questions,2013-09,14
thumb-questions,2013-09,6
thyroid-questions,2013-09,2
tightness-questions,2013-09,11
tinnitus-questions,2013-09,2
tobacco-questions,2013-09,4
toddler-questions,2013-09,2
toenail-fungus-questions,2013-09,2
toenail-questions,2013-09,4
toe-questions,2013-09,11
tongue-questions,2013-09,6
tonsillectomy-questions,2013-09,2
tonsil-questions,2013-09,4
tooth-decay-questions,2013-09,2
tooth-questions,2013-09,8
toxic-epidermal-necrolysis-questions,2013-09,2
transcutaneous-electric-nerve-stimulation-questions,2013-09,2
transplant-questions,2013-09,2
trauma-questions,2013-09,2
tremor-questions,2013-09,2
trichomoniasis-questions,2013-09,2
triglyceride-questions,2013-09,4
tubal-ligation-questions,2013-09,2
type-2-diabetes-questions,2013-09,4
ulcerative-colitis-questions,2013-09,2
urinalysis-questions,2013-09,4
urinary-tract-infection-questions,2013-09,2
urination-questions,2013-09,17
uterus-questions,2013-09,9
vaccination-questions,2013-09,6
vaginal-discharge-questions,2013-09,6
vagina-questions,2013-09,50
vasectomy-questions,2013-09,2
vegetable-questions,2013-09,6
vein-questions,2013-09,5
ventricle-questions,2013-09,2
vertigo-questions,2013-09,6
vinegar-questions,2013-09,2
viral-pneumonia-questions,2013-09,2
virginia-questions,2013-09,2
virus-questions,2013-09,15
vision-questions,2013-09,64
vitamin-questions,2013-09,8
vomit-questions,2013-09,2
walking-questions,2013-09,28
wart-questions,2013-09,4
weakness-questions,2013-09,8
weight-gain-questions,2013-09,6
weight-loss-questions,2013-09,2
weight-questions,2013-09,22
west-nile-virus-questions,2013-09,2
whiplash-questions,2013-09,2
whooping-cough-questions,2013-09,2
wine-questions,2013-09,4
wisdom-tooth-questions,2013-09,6
workout-questions,2013-09,8
worm-questions,2013-09,2
wound-questions,2013-09,2
wyoming-questions,2013-09,2
x-ray-questions,2013-09,4
yeast-infection-questions,2013-09,10
yeast-questions,2013-09,2
abdominal-pain-questions,2013-10,4
aca,2013-10,2
acne-questions,2013-10,6
adenomyosis-questions,2013-10,2
affordable-care-act,2013-10,6
alabama-questions,2013-10,2
alcoholism-questions,2013-10,10
allergic-reaction-questions,2013-10,4
allergy-questions,2013-10,5
amoxicillin-questions,2013-10,2
anal-fissure-questions,2013-10,2
anemia-questions,2013-10,2
anesthesia-questions,2013-10,2
anger-questions,2013-10,2
ankle-questions,2013-10,9
anorexia-questions,2013-10,2
antibiotic-questions,2013-10,27
anus-questions,2013-10,18
anxiety-questions,2013-10,11
appendicitis-questions,2013-10,2
appendix-questions,2013-10,9
armpit-questions,2013-10,4
arm-questions,2013-10,38
arrhythmias-questions,2013-10,2
artery-questions,2013-10,2
arthritis-questions,2013-10,6
aspiration-questions,2013-10,2
aspirin-questions,2013-10,2
asthma-questions,2013-10,2
ataxia-questions,2013-10,2
atrial-fibrillation-questions,2013-10,2
autoimmune-disease-questions,2013-10,2
b12-questions,2013-10,4
baby-questions,2013-10,33
back-pain-questions,2013-10,14
bacterial-vaginosis-questions,2013-10,6
bacterium-questions,2013-10,10
belly-button-questions,2013-10,2
benign-prostatic-hyperplasia-questions,2013-10,2
bicep-questions,2013-10,2
big-toe-questions,2013-10,8
biopsy-questions,2013-10,8
birth-control-pill-questions,2013-10,10
birth-control-questions,2013-10,34
birth-questions,2013-10,12
bladder-questions,2013-10,6
blister-questions,2013-10,8
bloating-questions,2013-10,6
blood-clot-questions,2013-10,4
blood-in-urine-questions,2013-10,2
blood-loss-questions,2013-10,2
blood-pressure-questions,2013-10,11
blood-sugar-questions,2013-10,10
blood-test-questions,2013-10,27
boil-questions,2013-10,6
bowel-movement-questions,2013-10,14
brain-questions,2013-10,2
brain-tumor-questions,2013-10,3
breast-cancer-questions,2013-10,8
breastfeed-questions,2013-10,6
breast-questions,2013-10,34
broken-bone-questions,2013-10,5
bronchitis-questions,2013-10,5
bruise-questions,2013-10,13
burn-questions,2013-10,29
buttocks-questions,2013-10,4
caffeine-questions,2013-10,4
calf-questions,2013-10,3
calorie-questions,2013-10,10
cancer-questions,2013-10,19
cardiomyopathy-questions,2013-10,3
carpal-questions,2013-10,2
carpal-tunnel-syndrome-questions,2013-10,2
carrot-questions,2013-10,2
castor-oil-questions,2013-10,2
cataract-surgery-questions,2013-10,4
cat-scan-questions,2013-10,2
cats-questions,2013-10,6
cereal-questions,2013-10,4
cervical-biopsy-questions,2013-10,2
cervical-cancer-questions,2013-10,2
cervix-questions,2013-10,7
cherry-angioma-questions,2013-10,2
chest-questions,2013-10,14
chlamydia-questions,2013-10,6
chloride-questions,2013-10,2
cholecystectomy-questions,2013-10,2
cholesterol-questions,2013-10,15
clitoris-questions,2013-10,6
cocaine-questions,2013-10,3
coffee-questions,2013-10,5
coldness-questions,2013-10,29
cold-questions,2013-10,10
cold-sore-questions,2013-10,8
colonoscopy-questions,2013-10,11
coma-questions,2013-10,2
concentration-questions,2013-10,2
conception-questions,2013-10,2
concussion-questions,2013-10,2
condom-questions,2013-10,19
confusion-questions,2013-10,7
congestive-heart-failure-questions,2013-10,3
constipation-questions,2013-10,4
consumption-questions,2013-10,3
cooking-questions,2013-10,2
corpulence-questions,2013-10,10
cortisone-questions,2013-10,2
cough-questions,2013-10,23
cramps-questions,2013-10,23
craving-questions,2013-10,2
creatinine-questions,2013-10,2
crying-questions,2013-10,10
cyst-questions,2013-10,4
deep-vein-thrombosis-questions,2013-10,2
degenerative-disc-disease-questions,2013-10,2
dental-questions,2013-10,2
depression-questions,2013-10,13
detached-retina-questions,2013-10,2
diabetes-questions,2013-10,12
diabetic-neuropathy-questions,2013-10,2
diaper-rash-questions,2013-10,2
diaphragm-questions,2013-10,2
diarrhea-questions,2013-10,8
diet-questions,2013-10,26
dislocation-questions,2013-10,2
diverticulitis-questions,2013-10,2
dizziness-questions,2013-10,13
dog-questions,2013-10,12
drainage-questions,2013-10,3
drinking-questions,2013-10,46
drowning-questions,2013-10,2
drug-questions,2013-10,4
drug-test-questions,2013-10,4
dry-mouth-questions,2013-10,2
dry-skin-questions,2013-10,2
dysplasia-questions,2013-10,2
ears-questions,2013-10,31
earwax-blockage-questions,2013-10,2
ectopic-pregnancy-questions,2013-10,2
edema-questions,2013-10,4
ejaculation-questions,2013-10,7
elbow-questions,2013-10,2
electrocardiogram-questions,2013-10,4
electrogastrogram-questions,2013-10,2
emergency-room-questions,2013-10,4
endometrium-questions,2013-10,2
endoscopy-questions,2013-10,2
epididymitis-questions,2013-10,3
erectile-dysfunction-questions,2013-10,2
erection-questions,2013-10,15
estrogen-questions,2013-10,2
exercise-questions,2013-10,27
exercise-stress-test-questions,2013-10,2
eyeball-questions,2013-10,4
eyebrow-questions,2013-10,4
eyes-questions,2013-10,32
family-questions,2013-10,8
fatigue-questions,2013-10,6
fear-questions,2013-10,11
feeding-questions,2013-10,4
fertility-questions,2013-10,9
fever-questions,2013-10,18
fiber-questions,2013-10,2
fibromyalgia-questions,2013-10,2
fingernail-questions,2013-10,2
finger-questions,2013-10,26
first-trimester-questions,2013-10,2
fish-questions,2013-10,3
flatulence-questions,2013-10,2
flour-questions,2013-10,2
flu-questions,2013-10,12
food-poisoning-questions,2013-10,2
food-questions,2013-10,27
foot-questions,2013-10,16
forearm-questions,2013-10,2
forehead-questions,2013-10,2
foreskin-questions,2013-10,2
fracture-questions,2013-10,4
gallbladder-removal-questions,2013-10,2
gallstone-questions,2013-10,6
gastric-bypass-surgery-questions,2013-10,2
gastroenteritis-questions,2013-10,2
gender-questions,2013-10,2
genetic-testing-questions,2013-10,2
genital-herpes-questions,2013-10,4
genitalia-questions,2013-10,3
gonorrhea-questions,2013-10,3
gout-questions,2013-10,2
grief-questions,2013-10,2
hair-questions,2013-10,28
hamstring-questions,2013-10,2
hand-foot-and-mouth-disease-questions,2013-10,2
hand-questions,2013-10,15
headache-questions,2013-10,30
head-questions,2013-10,60
healing-questions,2013-10,9
health-insurance,2013-10,10
health-insurance-marketplace,2013-10,2
healthy-eating-questions,2013-10,2
hearing-test-questions,2013-10,3
heart-attack-questions,2013-10,6
heartburn-questions,2013-10,4
heart-questions,2013-10,10
heart-rhythm-disorder-questions,2013-10,2
heel-questions,2013-10,6
hemorrhoid-questions,2013-10,4
hepatitis-c-questions,2013-10,4
hepatitis-questions,2013-10,2
hernia-questions,2013-10,4
herpes-questions,2013-10,12
high-blood-pressure-questions,2013-10,8
high-cholesterol-questions,2013-10,4
hip-pain-questions,2013-10,4
hives-questions,2013-10,3
hiv-questions,2013-10,2
honey-questions,2013-10,4
hormone-imbalance-questions,2013-10,2
hormone-questions,2013-10,4
hot-flash-questions,2013-10,4
h-pylori-questions,2013-10,2
human-papillomavirus-questions,2013-10,10
hunger-questions,2013-10,6
hyperthyroidism-questions,2013-10,3
hypothyroidism-questions,2013-10,4
hysterectomy-questions,2013-10,12
ibuprofen-questions,2013-10,4
immune-system-questions,2013-10,2
immunization-questions,2013-10,2
infant-questions,2013-10,4
inflammation-questions,2013-10,4
injection-questions,2013-10,4
injury-questions,2013-10,17
insect-bite-questions,2013-10,3
insect-sting-questions,2013-10,2
insomnia-questions,2013-10,2
insurance-questions,2013-10,38
intestine-questions,2013-10,2
iron-deficiency-anemia-questions,2013-10,2
iron-questions,2013-10,6
irregularity-questions,2013-10,2
irritability-questions,2013-10,2
irritable-bowel-syndrome-questions,2013-10,2
ischemia-questions,2013-10,2
itch-questions,2013-10,9
jaundice-questions,2013-10,2
jelly-questions,2013-10,2
juice-questions,2013-10,2
kernel-questions,2013-10,2
kidney-infection-questions,2013-10,2
kidney-questions,2013-10,6
knee-pain-questions,2013-10,4
knee-questions,2013-10,8
leep-questions,2013-10,2
leg-questions,2013-10,19
libido-questions,2013-10,7
lice-questions,2013-10,2
li-fraumeni-syndrome-questions,2013-10,2
limb-questions,2013-10,4
lip-questions,2013-10,21
liver-questions,2013-10,6
lotion-questions,2013-10,4
low-blood-pressure-questions,2013-10,2
lubricants-questions,2013-10,2
lump-questions,2013-10,22
lung-questions,2013-10,4
lupus-questions,2013-10,8
lymph-node-questions,2013-10,2
mango-questions,2013-10,2
marijuana-questions,2013-10,4
massage-questions,2013-10,4
masturbation-questions,2013-10,15
meal-questions,2013-10,2
meat-questions,2013-10,4
medicaid,2013-10,16
medicare-questions,2013-10,18
meditation-questions,2013-10,2
melanoma-questions,2013-10,2
meniscus-questions,2013-10,2
menopause-questions,2013-10,10
menstrual-questions,2013-10,4
michigan-questions,2013-10,4
migraine-questions,2013-10,2
milk-questions,2013-10,10
miscarriage-questions,2013-10,4
molar-questions,2013-10,2
mole-questions,2013-10,3
mononucleosis-questions,2013-10,2
mood-swing-questions,2013-10,2
morning-after-pill-questions,2013-10,4
morning-sickness-questions,2013-10,2
mouth-questions,2013-10,22
movement-questions,2013-10,46
mucus-questions,2013-10,7
muscle-questions,2013-10,12
nail-questions,2013-10,6
narcotic-questions,2013-10,2
nausea-questions,2013-10,14
neck-questions,2013-10,22
nerve-questions,2013-10,6
nervousness-questions,2013-10,8
newborn-questions,2013-10,4
newyork-questions,2013-10,2
niacin-questions,2013-10,2
nicotine-questions,2013-10,2
nightmare-questions,2013-10,2
night-terror-questions,2013-10,2
nipple-questions,2013-10,8
nose-questions,2013-10,10
numbness-questions,2013-10,8
nutrition-questions,2013-10,4
obamacare,2013-10,10
obesity-questions,2013-10,2
occulta-questions,2013-10,2
oil-questions,2013-10,7
olive-questions,2013-10,4
open-heart-surgery-questions,2013-10,2
oral-herpes-questions,2013-10,2
orgasm-questions,2013-10,4
ovary-questions,2013-10,4
over-the-counter-questions,2013-10,2
ovulation-questions,2013-10,13
oxycodone-questions,2013-10,2
oyster-questions,2013-10,2
pacemaker-questions,2013-10,2
painkiller-questions,2013-10,2
pain-questions,2013-10,166
pancreas-questions,2013-10,2
panic-attack-questions,2013-10,5
pap-test-questions,2013-10,2
pea-questions,2013-10,2
pelvic-area-questions,2013-10,2
pelvic-exam-questions,2013-10,2
pelvis-questions,2013-10,2
penicillin-questions,2013-10,6
penis-questions,2013-10,45
peppermint-questions,2013-10,2
perforated-eardrum-questions,2013-10,2
period-questions,2013-10,110
peripheral-neuropathy-questions,2013-10,2
phlebotomy-questions,2013-10,2
phobia-questions,2013-10,2
photophobia-questions,2013-10,2
physical-therapy-questions,2013-10,2
piercing-questions,2013-10,2
pink-eye-questions,2013-10,2
plaque-questions,2013-10,2
pneumonia-questions,2013-10,2
poisoning-questions,2013-10,2
pore-questions,2013-10,2
pork-questions,2013-10,2
post-menopause-questions,2013-10,2
potassium-questions,2013-10,2
pregnancy-questions,2013-10,122
pregnancy-test-questions,2013-10,18
premenstrual-syndrome-questions,2013-10,2
pressure-questions,2013-10,12
prolapsed-bladder-questions,2013-10,2
prostate-cancer-questions,2013-10,2
prostate-questions,2013-10,8
psychotherapy-questions,2013-10,2
puberty-questions,2013-10,2
puffiness-questions,2013-10,4
pumpkin-questions,2013-10,2
puncture-questions,2013-10,2
pupil-questions,2013-10,2
range-of-motion-questions,2013-10,2
rash-questions,2013-10,16
reaction-questions,2013-10,4
recipe-questions,2013-10,5
rectum-questions,2013-10,4
restlessness-questions,2013-10,2
retina-questions,2013-10,2
rice-questions,2013-10,8
ring-finger-questions,2013-10,2
ringworm-questions,2013-10,3
rotator-cuff-questions,2013-10,4
running-questions,2013-10,12
salt-questions,2013-10,4
sarcoma-questions,2013-10,2
scabies-questions,2013-10,4
scarlet-fever-questions,2013-10,2
scar-questions,2013-10,2
scoliosis-questions,2013-10,8
seeds-questions,2013-10,2
seizure-questions,2013-10,8
sexual-abuse-questions,2013-10,2
sexual-intercourse-questions,2013-10,45
sexually-transmitted-disease-questions,2013-10,6
sgpt-questions,2013-10,2
shingles-questions,2013-10,19
shin-questions,2013-10,5
short-stature-questions,2013-10,6
shoulder-blade-questions,2013-10,6
shoulder-questions,2013-10,17
sinus-infection-questions,2013-10,6
sinus-questions,2013-10,7
skin-questions,2013-10,20
skull-questions,2013-10,6
sleepiness-questions,2013-10,2
smell-questions,2013-10,20
smoking-questions,2013-10,6
social-phobia-questions,2013-10,2
sodium-questions,2013-10,2
sore-questions,2013-10,3
sore-throat-questions,2013-10,4
sperm-questions,2013-10,4
spider-vein-questions,2013-10,2
spina-bifida-questions,2013-10,2
spinal-fusion-questions,2013-10,2
spine-questions,2013-10,4
spotting-questions,2013-10,20
sprain-questions,2013-10,2
stent-questions,2013-10,2
sting-questions,2013-10,4
stitches-questions,2013-10,2
stomach-questions,2013-10,28
strep-throat-questions,2013-10,4
stress-questions,2013-10,8
stroke-questions,2013-10,6
stuffy-nose-questions,2013-10,2
sunscreen-questions,2013-10,2
supplement-questions,2013-10,9
surgery-questions,2013-10,39
swallow-questions,2013-10,8
sweating-questions,2013-10,14
swelling-questions,2013-10,32
syrup-questions,2013-10,4
tachycardia-questions,2013-10,2
tampon-questions,2013-10,2
taste-questions,2013-10,4
tea-questions,2013-10,6
temperature-questions,2013-10,6
tenderness-questions,2013-10,14
tension-headache-questions,2013-10,2
testicle-questions,2013-10,7
testicular-cancer-questions,2013-10,2
testosterone-questions,2013-10,9
tetanus-questions,2013-10,2
thermometer-questions,2013-10,4
thigh-questions,2013-10,4
throat-questions,2013-10,10
thrush-questions,2013-10,4
thumb-questions,2013-10,2
thyroid-questions,2013-10,14
tibia-questions,2013-10,2
tick-questions,2013-10,2
tightness-questions,2013-10,7
tinnitus-questions,2013-10,7
tobacco-questions,2013-10,4
toddler-questions,2013-10,8
toenail-fungus-questions,2013-10,2
toenail-questions,2013-10,5
toe-questions,2013-10,13
tomato-questions,2013-10,2
tongue-questions,2013-10,6
tonsil-questions,2013-10,2
tooth-questions,2013-10,8
tracheotomy-questions,2013-10,2
transcutaneous-electric-nerve-stimulation-questions,2013-10,4
trauma-questions,2013-10,4
travel-questions,2013-10,4
triglyceride-questions,2013-10,2
tumor-questions,2013-10,3
tuna-questions,2013-10,2
turkey-questions,2013-10,5
type-2-diabetes-questions,2013-10,4
ulcerative-colitis-questions,2013-10,4
ulcer-questions,2013-10,4
ultrasound-questions,2013-10,5
undescended-testicle-questions,2013-10,2
urethra-questions,2013-10,2
urethritis-questions,2013-10,2
urinalysis-questions,2013-10,4
urinary-tract-infection-questions,2013-10,8
urination-questions,2013-10,10
uterine-cancer-questions,2013-10,2
vaccination-questions,2013-10,2
vaccines-questions,2013-10,4
vaginal-yeast-infection-questions,2013-10,2
vagina-questions,2013-10,44
varicose-vein-questions,2013-10,2
vasectomy-questions,2013-10,2
vegetable-questions,2013-10,2
vertebra-questions,2013-10,2
vinegar-questions,2013-10,6
virus-questions,2013-10,19
vision-questions,2013-10,64
vitamin-d-questions,2013-10,4
vitamin-questions,2013-10,9
vomit-questions,2013-10,10
walking-questions,2013-10,22
wart-questions,2013-10,2
weakness-questions,2013-10,7
weight-gain-questions,2013-10,6
weight-loss-pill-questions,2013-10,2
weight-loss-questions,2013-10,6
weight-questions,2013-10,24
wheat-questions,2013-10,3
wisdom-tooth-questions,2013-10,2
workout-questions,2013-10,4
worm-questions,2013-10,2
wound-questions,2013-10,9
wrist-questions,2013-10,9
x-ray-questions,2013-10,4
yeast-infection-questions,2013-10,17
yeast-questions,2013-10,2
yogurt-questions,2013-10,2
zinc-questions,2013-10,4
abdominal-pain-questions,2013-11,9
aca,2013-11,2
acetaminophen-questions,2013-11,2
acne-questions,2013-11,4
acupuncture-questions,2013-11,2
acute-sinusitis-questions,2013-11,2
affordable-care-act,2013-11,2
alcoholism-questions,2013-11,3
allergy-questions,2013-11,14
ammonia-questions,2013-11,2
amoxicillin-questions,2013-11,4
anesthesia-questions,2013-11,2
anger-questions,2013-11,2
ankle-questions,2013-11,6
antibiotic-questions,2013-11,36
antidepressant-questions,2013-11,2
anti-inflammatory-questions,2013-11,2
anus-questions,2013-11,6
anxiety-questions,2013-11,16
aorta-questions,2013-11,2
armpit-questions,2013-11,4
arm-questions,2013-11,24
artery-questions,2013-11,8
aspiration-questions,2013-11,2
asthma-questions,2013-11,8
atrophy-questions,2013-11,2
auscultation-questions,2013-11,2
baby-questions,2013-11,26
back-pain-questions,2013-11,14
bacterial-vaginosis-questions,2013-11,3
bacterium-questions,2013-11,6
bartholin-cyst-questions,2013-11,2
belly-button-questions,2013-11,6
big-toe-questions,2013-11,4
biopsy-questions,2013-11,4
birth-control-pill-questions,2013-11,6
birth-control-questions,2013-11,24
birth-questions,2013-11,8
black-eye-questions,2013-11,2
bladder-questions,2013-11,4
blindness-questions,2013-11,2
blister-questions,2013-11,6
bloating-questions,2013-11,6
blood-clot-questions,2013-11,6
blood-pressure-questions,2013-11,10
blood-sugar-questions,2013-11,6
blood-test-questions,2013-11,17
blood-thinner-questions,2013-11,4
boil-questions,2013-11,2
bone-spurs-questions,2013-11,2
borderline-personality-disorder-questions,2013-11,3
bowel-movement-questions,2013-11,4
brain-questions,2013-11,6
breast-cancer-questions,2013-11,4
breastfeed-questions,2013-11,6
breast-questions,2013-11,23
bronchitis-questions,2013-11,4
bruise-questions,2013-11,2
bulging-disc-questions,2013-11,2
burn-questions,2013-11,24
buttocks-questions,2013-11,4
caffeine-questions,2013-11,4
calcium-channel-blocker-questions,2013-11,2
calf-questions,2013-11,4
callus-questions,2013-11,2
calorie-questions,2013-11,4
cancer-questions,2013-11,23
catheter-questions,2013-11,4
cats-questions,2013-11,2
cellulitis-questions,2013-11,2
cervix-questions,2013-11,2
cheekbones-questions,2013-11,2
chest-questions,2013-11,13
chickenpox-questions,2013-11,2
chlamydia-questions,2013-11,8
chloride-questions,2013-11,2
cholesterol-questions,2013-11,4
circulation-questions,2013-11,2
circumcision-questions,2013-11,10
cirrhosis-questions,2013-11,3
clitoris-questions,2013-11,8
coffee-questions,2013-11,2
coldness-questions,2013-11,16
cold-questions,2013-11,2
cold-sore-questions,2013-11,7
colonoscopy-questions,2013-11,6
colon-questions,2013-11,2
concussion-questions,2013-11,4
condom-questions,2013-11,21
confusion-questions,2013-11,2
consciousness-questions,2013-11,3
constipation-questions,2013-11,11
consumption-questions,2013-11,2
corpulence-questions,2013-11,6
cough-questions,2013-11,18
cramps-questions,2013-11,20
creatinine-questions,2013-11,2
crohns-disease-questions,2013-11,3
crying-questions,2013-11,2
cuts-questions,2013-11,7
cystoscopy-questions,2013-11,2
cyst-questions,2013-11,10
dairy-product-questions,2013-11,3
dairy-questions,2013-11,2
dehydration-questions,2013-11,2
depression-questions,2013-11,12
diabetes-questions,2013-11,27
dialysis-questions,2013-11,2
diaphragm-questions,2013-11,2
diarrhea-questions,2013-11,14
diet-pills-questions,2013-11,2
diet-questions,2013-11,18
dizziness-questions,2013-11,12
dog-questions,2013-11,14
down-syndrome-questions,2013-11,2
